One_Health_Ins_ACS_10_14,Two_Plus_Health_Ins_ACS_10_14,No_Health_Ins_ACS_10_14
3123,222,2657
2766,173,1624
1882,132,1423
2963,365,2020
2132,265,1500
2342,161,1577
2216,322,1696
1623,139,1532
1900,54,1423
1958,169,1166
2765,314,1776
2900,207,1647
2325,317,1429
2517,238,1916
3458,310,1968
2255,226,727
2603,252,1756
2076,354,1558
3090,189,2671
1899,407,955
2913,181,1713
1478,307,1052
1889,256,1416
2106,555,1582
2874,461,1778
2655,346,2022
3198,440,868
4020,631,2256
2755,226,1505
2738,228,2239
2797,228,1877
3278,221,2176
1643,258,944
3153,337,1800
1404,278,948
2227,338,1081
4048,812,2062
2353,536,2001
3713,363,2041
3812,363,1938
2213,250,1583
3698,989,1060
1604,540,303
2565,996,763
1374,572,522
1429,457,261
3256,685,1110
2267,503,898
2299,476,742
1721,314,908
2164,414,1030
2667,673,1236
1472,498,555
2706,568,916
2627,1525,192
3186,1388,802
2475,1048,1635
2112,467,1065
1473,415,1353
2307,1545,576
2305,441,1022
1529,337,1120
1943,196,1355
2977,462,1258
3169,844,925
2318,363,989
1778,863,734
1406,335,845
1711,464,1564
1727,251,1414
1800,295,1004
2622,606,1103
2723,629,490
4143,881,687
3238,920,731
3211,919,979
2616,258,1831
2124,259,1279
2847,1139,893
2067,179,1263
2681,375,1521
2243,190,1619
2167,339,1182
1882,100,1169
1783,486,1168
1942,451,902
2240,300,1051
2132,57,1503
3378,188,1187
2405,309,1022
1867,342,1173
2787,389,1420
2637,309,845
3199,865,1500
3319,474,1752
3055,558,1435
3074,515,1286
1988,319,1410
3833,432,1672
2163,336,1834
3560,809,1539
3092,747,1285
3018,580,2440
2460,409,1231
2658,507,1326
1931,257,919
2806,570,1538
1776,431,600
2843,597,1475
1275,278,586
1878,358,1095
2258,602,1047
1905,278,635
3374,770,1790
3046,475,1324
3514,348,772
3137,433,1112
3618,739,2015
3943,488,1960
2876,749,298
3058,906,191
2797,876,207
2143,671,88
3670,819,102
2292,502,26
2470,564,66
2282,633,102
2570,580,32
3064,677,40
3037,691,80
4695,1323,301
2791,512,149
2870,596,118
2673,643,116
2388,720,103
2278,316,208
1907,268,83
4229,432,467
4130,966,491
1555,928,89
2053,648,166
2621,908,278
9563,1477,371
4496,322,418
2797,276,305
3515,273,334
1202,161,118
1625,303,74
3348,314,150
3344,607,307
2294,368,157
1936,779,210
3693,888,437
4894,977,423
4227,536,491
3372,346,1120
3917,360,335
2355,234,509
2401,353,363
4034,551,2155
2326,236,523
2147,279,331
2411,307,653
2249,516,174
1558,661,139
2746,440,314
4032,789,406
3138,667,391
3629,666,73
3405,572,54
1849,194,1035
2104,220,822
2335,582,866
2401,250,867
2974,215,788
2565,328,846
2351,146,474
2104,208,451
1946,199,489
3127,410,963
2321,452,1210
1534,354,527
1802,364,293
1869,202,495
3506,469,480
2868,566,289
2599,438,188
3612,450,397
4498,623,610
3881,385,257
2499,387,918
4795,505,1314
2425,248,528
2991,433,648
3488,517,352
1804,371,502
2404,299,845
2397,212,593
2818,403,886
1663,320,140
2558,214,714
2781,348,665
2240,393,505
2261,279,477
1941,354,81
2055,333,480
2486,385,496
2813,457,353
3513,529,382
2774,966,84
776,169,323
2617,370,1514
2480,311,1310
3453,1019,367
4567,731,766
2725,354,300
3424,605,1111
5738,689,746
2149,533,333
4310,894,366
4436,824,729
3284,692,179
4340,634,243
2982,495,425
4275,445,681
2878,736,374
4253,904,548
2439,325,298
1766,220,609
1031,115,464
1749,356,266
2224,381,353
2029,594,716
1353,232,609
2417,407,756
3476,544,1314
2218,384,992
1627,517,214
4142,453,2042
4826,592,1352
4370,330,1700
2095,485,317
3945,693,827
2745,420,1295
1764,261,333
1874,251,645
3298,403,834
1601,126,671
3946,318,1289
1915,283,544
3638,241,1446
3898,516,628
1833,167,1110
2978,191,1412
2415,185,1042
2621,378,1195
2877,328,1468
1841,263,1047
2629,273,1616
2133,161,1493
2334,316,1143
2052,266,1174
3625,1058,274
1831,326,685
3253,445,713
3038,534,651
2300,619,347
2094,335,345
3014,363,783
3603,266,1393
2680,365,929
2680,387,853
4042,623,263
3173,531,1336
2806,370,673
2883,213,600
2931,459,629
1519,370,147
2683,886,116
4068,726,284
2259,189,100
2692,678,421
4620,972,287
4280,862,568
4989,807,864
4217,653,600
2321,332,345
5076,575,737
6695,1068,1418
4623,935,854
3932,928,427
4915,1025,1266
4350,1044,665
1635,356,87
3678,835,638
4653,1100,874
3117,829,642
3047,923,1154
1568,335,312
3802,738,865
1666,314,134
2860,640,336
1224,292,303
4487,1079,1399
3926,800,1715
2762,422,616
1783,399,583
3774,800,1226
2788,545,908
2378,550,531
4982,1205,1693
2037,813,968
2049,875,772
2964,619,1011
3715,796,1192
3521,900,1183
2576,373,840
2118,935,864
3001,854,1522
2912,523,616
2989,584,1328
3395,904,1224
2513,531,1435
3001,559,776
2890,395,1032
2040,501,917
4200,869,619
3961,938,581
3245,592,1000
2169,532,139
2182,485,745
2385,263,758
4514,685,1231
1782,186,412
1531,512,458
4939,1302,1167
3430,664,1332
3548,889,774
4923,727,558
3280,333,419
3147,473,396
2270,338,437
2930,497,421
1595,322,346
4203,674,579
5702,524,1075
4356,865,582
2553,281,641
2419,392,869
0,0,0
5807,601,1566
2389,108,975
4453,299,1214
4606,483,1481
4729,1272,304
2432,511,218
4437,762,232
3612,805,196
2275,422,283
5055,868,669
3289,421,719
3158,481,457
3651,554,150
1709,339,86
2860,309,919
3726,449,679
2499,322,360
4257,893,367
3188,463,731
2547,493,212
3065,431,487
3761,769,500
2048,420,349
2770,288,211
3900,482,380
4286,806,382
1931,197,392
4553,860,355
5044,596,739
4022,872,683
4356,789,733
3850,964,454
4582,598,596
1794,743,230
3181,638,357
3417,343,631
4059,727,904
6000,1373,449
3797,190,162
3883,985,326
2320,400,588
3247,694,231
3542,314,1029
3749,235,1009
4837,564,1101
3723,371,1547
2615,321,1594
2816,244,1064
4234,434,2046
3972,420,1044
1822,124,132
1832,330,720
3221,299,988
3566,206,1646
4171,668,1830
5203,691,1722
4360,261,1723
2795,471,1498
2298,252,979
2817,332,1085
3247,115,1878
2248,171,1080
2818,199,1339
3976,320,1862
3299,352,894
2191,261,883
5076,617,1660
105,142,45
2093,263,298
3846,555,583
1693,185,305
3476,699,775
5804,851,868
3738,381,302
4840,616,604
3265,478,631
4026,459,844
4984,652,582
3053,463,288
3800,568,818
4872,723,1071
3987,652,376
3945,644,899
2715,407,583
4017,507,440
2044,232,267
1463,258,92
2343,251,327
1793,83,188
5018,819,469
1256,236,126
5428,799,922
2664,536,395
3839,591,361
4065,517,406
4395,454,821
4921,520,570
4090,648,1084
2264,406,678
3044,633,891
3366,526,973
3819,425,1816
3008,224,657
2671,338,737
3741,382,1853
1280,230,492
2656,178,1069
3302,188,1351
1769,109,739
2087,281,786
2799,414,1706
1126,144,260
3447,466,1656
4556,478,1661
2098,248,981
4395,873,2196
3044,467,1255
1106,184,326
3940,360,1489
2940,260,1092
1832,200,620
4462,428,1493
2264,241,1028
3034,350,1284
2874,413,1357
3455,414,1395
3547,556,1180
2280,344,612
2801,230,552
3963,478,1597
4222,473,1093
4653,848,1019
4283,593,544
2638,489,519
3384,615,954
4680,476,720
2933,380,595
4165,448,776
2644,312,398
3924,630,1000
3443,717,1526
4295,592,708
1421,315,384
1514,218,304
1865,468,204
4834,513,1025
3921,787,673
3916,441,1112
2675,367,525
3856,908,1284
3532,518,1025
3098,628,787
2057,409,975
3841,612,1314
2514,371,969
3734,529,850
3898,341,1391
4853,488,1846
3085,477,1197
2493,368,894
1424,284,320
3101,331,1028
3005,215,1067
2733,328,1176
2949,205,1119
3379,559,1220
4407,579,1496
3521,433,985
2468,284,1062
4780,573,1022
3072,741,979
1910,174,286
4110,489,483
2585,524,708
4025,776,1257
1945,393,270
3387,357,579
2927,373,329
3081,338,726
4281,456,1726
2461,300,1364
2291,275,1539
3524,317,1633
1374,111,348
3399,829,2108
3620,570,889
3338,622,1591
2631,506,664
2948,484,919
3764,258,543
4196,592,657
2169,447,723
4259,1099,874
3899,434,823
2214,522,336
2004,364,819
2359,353,666
3192,469,473
3090,537,1013
2174,479,417
3570,761,804
1909,447,459
1570,324,788
3403,773,1313
5275,520,895
1964,516,844
3552,745,1206
1335,296,253
3628,501,561
2072,214,676
2719,284,2524
2286,240,1349
5088,894,1204
3400,682,338
3151,845,775
3307,370,1330
674,253,74
3381,751,316
5312,412,558
3771,569,410
3690,516,117
5625,799,311
3607,757,241
4051,671,452
2414,483,370
3601,468,621
3582,576,809
4953,601,1226
3505,405,165
4075,825,479
3033,418,648
3303,479,709
5331,440,1668
2016,586,514
5050,669,1292
3633,599,1959
2397,211,277
3013,443,493
3300,489,696
3228,453,700
3005,546,262
4853,1044,492
4382,737,899
2857,559,891
5627,978,854
3137,555,587
3728,980,702
2730,616,1029
2995,518,848
2874,457,867
2350,397,1347
3860,771,1787
5778,1140,1751
4541,600,1713
3429,407,837
3558,434,1125
1574,448,1025
2674,364,2182
3306,690,945
2542,460,505
1547,251,723
2571,301,1791
3864,630,1827
1138,198,560
2894,305,1511
3073,182,1917
2117,311,840
2234,262,618
1605,237,886
2796,189,1415
2599,223,1619
1121,108,746
1804,140,1148
2694,232,1718
3225,784,1077
1719,377,489
2445,223,1012
3270,435,2388
1910,346,671
3846,294,1682
2139,368,1305
2597,371,1501
2820,339,1315
2019,168,676
3662,714,333
4789,968,294
3759,1075,829
3350,586,574
3278,447,996
823,95,116
4580,905,197
3667,587,219
3825,581,123
3607,995,415
2401,577,86
4576,689,1560
4280,560,1462
3624,648,716
3412,838,425
4641,1111,1054
2350,542,474
3055,449,792
4299,742,1799
4172,483,1562
1125,253,87
2994,369,1520
1103,196,231
2212,285,1501
2168,399,1534
3681,515,1035
2078,1007,500
2710,175,325
2850,347,1615
2003,240,363
3305,713,333
4913,690,486
1797,317,284
3509,409,1469
1870,255,521
2987,540,242
1852,283,44
1852,291,377
2806,373,414
2261,538,479
1800,186,157
4098,652,692
4844,768,349
4817,692,435
3857,760,629
1724,605,139
3260,516,64
2278,913,58
4716,720,322
6121,921,287
4808,828,329
2768,479,277
3776,599,1019
3736,607,692
2906,717,724
3306,585,680
3054,729,227
2057,467,208
3282,408,571
2653,426,1035
2383,580,1024
4114,661,437
4211,766,437
5532,735,1371
3515,603,565
2664,363,285
3431,450,829
2187,561,429
2822,521,539
3901,602,854
3192,666,655
2836,469,821
2106,367,429
2705,572,651
3645,1159,865
2253,398,909
2487,417,582
3226,660,1128
2234,369,987
4026,637,928
2104,605,758
3875,716,1220
4821,885,1716
2781,781,733
2218,435,1099
2415,671,964
2038,516,521
3520,382,1017
2147,698,1249
3106,611,1492
1645,231,927
1464,501,666
2060,440,361
4213,969,1015
2259,781,452
1945,593,201
4468,1167,953
3560,679,669
1931,406,492
2412,594,1108
3159,595,1096
3470,453,1421
3760,639,1617
1907,283,1194
2582,354,1129
3981,1178,2146
2007,332,805
2684,418,1136
3665,795,579
2943,543,957
4597,1445,676
3251,580,824
1632,417,316
3259,563,731
2881,728,188
4922,953,298
3735,781,343
2644,406,279
2790,482,1186
2957,794,785
3626,464,931
1983,319,598
3803,468,2199
4433,734,1183
3871,584,1308
3343,588,1366
2169,222,875
3459,396,1153
4049,465,708
5838,694,722
2260,442,1386
1868,255,212
3398,376,1031
2473,578,572
6214,803,788
3027,439,450
2738,420,486
2945,339,1277
1504,110,360
3469,367,288
2100,147,772
2569,274,1181
3339,398,756
3883,690,754
4470,675,1289
4474,470,1380
1792,239,893
3282,537,1095
2668,284,690
2596,310,875
5124,581,1710
2925,589,1095
4715,701,1043
4505,813,1539
1163,506,202
3883,680,930
2964,408,1027
3805,448,1538
3834,395,1148
1944,182,636
2738,221,820
2272,420,730
3261,400,474
3755,444,519
2482,250,255
4566,562,1072
5376,660,852
3627,417,325
4529,761,1314
2871,581,680
3135,502,331
2854,577,437
3892,576,905
3708,747,609
5688,1488,557
3041,470,656
3591,676,707
2117,323,376
3334,567,724
4886,471,266
4129,661,739
3475,808,1168
0,0,0
2152,530,373
2920,628,530
3466,869,540
2668,546,617
3528,462,1712
3106,706,1140
2775,618,673
2047,187,797
2797,208,871
1432,188,729
4305,489,2134
2509,548,817
2948,442,1130
2439,273,1232
778,148,600
1349,180,711
3374,182,2043
1889,306,1277
2736,239,995
2280,523,1592
3120,422,1857
2415,359,1678
1777,409,1028
2869,376,2026
2452,344,1466
2993,432,2112
4484,338,2403
2080,272,1272
1851,210,1507
2941,228,1534
2472,420,2315
2308,267,1198
1993,191,1558
2890,463,2081
2562,441,1517
2823,353,1819
4193,462,2286
2530,352,969
2193,300,727
1808,299,973
4179,379,1812
2712,228,909
3864,345,2169
2726,502,1264
2890,698,846
2885,613,1160
48,4,7
2392,287,1256
1902,165,1155
1898,115,870
2245,531,1381
2721,395,1668
1685,393,893
2820,445,1176
4309,419,2141
2135,496,1238
1419,310,890
2063,167,1300
2526,351,1768
1352,104,863
908,132,657
2108,227,1337
1694,96,1028
1570,167,714
1066,97,563
1956,162,1341
3203,211,1966
2423,143,1666
1426,209,1239
2051,136,1114
1429,139,687
1338,165,572
2863,226,1382
3350,285,1752
4356,594,1868
2749,202,1043
2361,152,1080
2376,395,1283
3682,526,1999
2449,311,1632
2165,293,1377
2410,143,1368
3400,351,2314
2604,207,1385
3425,181,1719
2655,261,1390
1254,110,815
3770,219,2647
2926,274,1257
3257,285,2360
1796,221,1363
2860,230,1658
2487,210,1189
1781,184,969
1962,199,1271
2274,209,1421
2777,241,2151
3214,451,1246
3061,262,1014
2934,521,1309
1700,231,859
2636,413,1505
2313,274,1344
2976,772,2527
2631,381,1452
1965,322,1018
4303,1274,2137
2399,573,1710
3505,477,1892
3499,722,2022
2209,454,826
2495,237,1311
3168,224,1351
1543,163,812
1811,172,1259
2763,239,1522
2502,295,1647
1063,246,620
2770,375,1256
4195,477,1835
2716,399,1395
4201,590,2100
2322,285,1752
3473,226,1532
3690,334,1596
5445,571,1943
2655,234,1212
2152,376,565
3595,429,1523
2737,560,869
4676,678,2262
4827,277,2334
4164,662,1624
3899,540,1742
879,129,921
4053,525,2283
3162,291,2058
3550,364,1264
1534,103,857
3832,321,1636
4474,260,2032
2617,448,1131
1745,333,1067
3532,794,1134
2776,556,1006
3314,900,779
676,143,249
2380,399,905
1803,408,635
4104,1127,990
3711,808,1636
4955,249,2224
3232,345,1903
2095,225,834
3950,392,1765
3171,560,1819
1522,192,728
3413,358,2496
2830,336,1977
3112,292,1738
3628,504,1505
2383,412,1332
2137,264,1253
2790,546,1557
2304,170,925
4745,452,1802
3121,699,1326
2334,355,592
3646,249,906
2907,425,789
1954,289,737
3803,566,1560
3697,479,1557
2153,454,733
1924,232,646
3334,685,546
4226,1075,1655
2557,418,958
3421,401,825
4494,1062,855
1954,373,785
4840,1074,886
4382,821,356
4254,1438,684
3068,505,692
4791,933,1114
2608,512,811
3619,692,650
2864,617,712
5213,1370,913
2426,930,275
4189,698,1020
2118,288,534
5459,709,1170
2434,358,490
3727,712,1183
4750,1046,996
2729,503,596
2917,319,1185
3083,474,863
2072,312,408
625,48,242
5686,505,1594
2070,201,519
4214,441,914
5029,825,1621
1077,238,188
5272,826,1676
4183,435,1101
3231,485,871
4560,847,1599
4160,946,1853
3046,463,585
4068,366,1309
4698,1014,1143
2888,245,1135
3246,284,1667
3126,306,553
5505,575,1149
3717,490,1177
3227,383,1216
3301,532,685
3911,418,662
3169,450,792
0,0,0
4463,516,1332
5176,705,1511
3687,411,1066
2925,392,653
2540,265,1037
3969,965,1311
3786,521,1999
3865,402,543
2248,573,560
1764,156,893
3282,497,1708
3093,333,1168
4703,598,1565
4197,687,1231
4178,550,2225
3725,512,937
4878,842,1261
5437,1237,862
2175,534,577
2533,224,912
2517,428,1202
1740,279,808
4306,607,1187
2977,368,1594
3124,387,1396
2647,583,896
2825,553,1414
2568,416,1020
3163,745,2192
4362,486,1845
3554,838,1502
2233,978,557
3401,726,1348
2677,314,1108
852,493,491
1553,279,542
2952,616,996
3143,271,468
2709,316,821
2586,690,1002
2351,182,973
2367,662,822
3681,593,1161
2935,272,1077
2345,426,456
2828,930,1108
2899,776,428
4076,1245,522
1708,375,471
3186,862,746
2664,981,182
2688,621,468
3158,918,453
3937,894,573
2145,917,466
4230,1206,537
3534,1017,680
2761,628,1243
3484,506,1043
2310,412,833
4011,951,1015
4127,1031,1643
3939,622,1111
2216,515,460
3977,630,2315
3017,775,714
2769,661,632
2609,478,354
3408,653,1463
2527,465,1901
3420,793,309
2423,333,188
3702,610,476
2437,387,511
4557,436,1381
2292,299,1022
2720,273,765
4819,386,2170
2622,269,1369
3705,231,1134
2498,410,532
3542,388,1171
2049,258,988
5458,569,1904
4368,742,1352
3450,404,1306
4436,577,1681
3678,423,726
4123,927,1299
1743,472,227
4721,621,499
4183,1175,279
2679,837,396
4470,853,538
3315,1054,454
2864,454,304
6343,995,691
3220,865,215
3426,845,443
3272,658,668
2950,423,247
3830,453,482
1440,253,240
3525,448,2511
2655,383,544
2713,483,612
2273,595,211
4439,753,742
4181,584,660
3856,797,396
673,209,188
5246,1074,778
2571,414,527
2504,480,901
2801,351,798
757,203,142
2008,650,657
3736,539,1113
3507,1036,906
688,154,258
3282,540,1492
2315,350,1241
1700,136,218
3329,342,1138
5157,626,1717
3093,552,1579
4201,496,1630
2772,448,1105
971,135,240
3859,862,2109
2506,323,346
4924,961,345
4125,515,238
3478,607,426
1688,373,104
4353,842,331
4042,771,618
2463,347,244
1346,336,266
4705,938,257
4242,831,316
4727,873,484
1876,173,136
836,364,14
10,0,0
2142,466,302
3165,411,247
3653,439,649
3089,267,627
3495,384,647
2892,274,1221
2556,503,1281
3435,551,1038
2831,263,1517
3032,562,1331
3194,570,1516
2846,379,2013
2716,206,1154
12,7,14
1416,132,948
3444,167,1387
1645,412,1000
1903,314,818
2932,876,948
3693,814,659
3370,631,1528
2754,548,1082
2938,326,1085
3040,379,1726
2898,480,1339
3662,394,1547
2034,246,873
3454,347,1121
2608,268,1056
3057,511,1077
2778,500,671
3017,452,529
2686,523,872
2748,362,605
3423,583,2375
2635,511,1257
2185,221,605
4677,415,1585
5437,710,712
3968,463,630
4314,451,635
2226,322,186
2700,710,182
929,237,85
2644,637,140
6366,1058,582
865,276,54
2048,261,1234
320,11,58
4166,899,1780
2554,395,1343
3952,943,1667
1894,483,400
1980,532,887
1985,363,721
2086,917,839
1572,698,459
1607,362,447
1461,670,293
1495,243,821
2945,627,808
1282,503,207
2437,538,400
2173,624,356
2039,406,166
3709,712,2373
2130,430,962
3419,634,1507
1125,436,360
3779,502,1277
2994,787,2303
2689,359,839
1733,472,819
3472,516,2663
1322,198,235
5039,687,1306
3210,615,1006
3363,611,1036
3160,579,1095
2478,167,1382
2250,367,1379
2089,254,1642
3523,218,1999
1995,316,1279
2799,209,1318
3097,625,1910
1830,147,1047
2772,354,1945
2289,428,1261
4435,393,1631
3878,434,1648
2804,452,972
3691,420,1549
4901,1018,1978
4650,559,1212
3273,305,210
3778,682,1583
3466,351,1602
4413,486,1247
2596,310,1285
2776,343,1026
2717,370,1154
2637,368,996
4831,814,1282
2657,467,942
6189,1348,1160
2412,587,661
2186,288,1579
2466,736,858
2594,285,1074
4751,661,1562
1031,222,175
3420,383,1423
1435,231,422
2876,685,826
2456,531,1002
1984,562,504
2202,489,677
2515,616,1092
2980,515,723
2191,349,663
2984,622,666
3583,814,993
2101,264,476
3958,743,2001
2836,402,1500
2648,225,1382
4755,545,2056
3232,418,1377
2949,498,1134
4430,379,2352
1346,170,376
3176,648,180
2861,338,315
4494,445,501
3140,335,379
1226,144,115
4382,594,136
3850,609,175
5004,645,260
4247,664,198
4854,754,542
3343,375,328
3510,416,542
4709,509,646
4546,413,434
5671,627,484
5604,635,666
6648,1114,315
2271,458,25
1922,462,34
3622,737,305
922,93,10
3774,482,371
2613,381,92
5225,516,526
4906,955,324
2154,531,194
5983,672,411
3108,489,298
2496,346,242
3703,613,269
4349,937,715
2236,295,470
2959,287,611
4303,1191,427
1605,219,299
4616,720,760
5294,597,936
3524,610,238
2443,460,248
3359,647,285
5779,665,1175
2739,618,529
4070,550,772
2197,314,438
1927,369,86
4011,532,207
5802,830,400
4707,506,854
5022,839,1031
4293,907,709
3412,658,530
4038,893,390
2690,808,401
3849,616,270
2253,485,273
4973,705,838
4480,1559,203
3453,803,164
1720,450,199
4953,762,1048
2462,416,483
3036,373,720
3499,601,1380
4873,508,1525
2971,737,63
2142,507,122
3728,1086,171
2809,839,75
3729,825,304
1898,624,113
2067,778,99
1539,319,105
4336,970,621
3141,1043,85
4064,937,142
3003,771,292
1219,392,78
5664,1698,212
5136,1441,228
3634,1258,356
3023,1134,1430
2217,726,655
4836,775,1074
4259,533,687
4020,609,798
2857,574,530
3294,558,459
3585,1038,179
2551,869,223
3971,1244,380
2445,712,433
2948,473,667
5618,602,722
4325,1200,350
383,153,188
3060,679,208
2775,365,204
3758,588,344
5003,1173,119
4700,1144,714
3743,732,425
2825,433,383
3861,578,359
3400,419,434
2549,390,322
2254,332,695
3911,858,1090
3163,618,481
2734,814,429
4114,898,882
5157,734,560
3589,517,748
2963,454,275
5266,1041,530
3181,449,367
3782,537,736
3085,925,409
4561,971,396
2790,753,150
3875,1025,519
1626,218,433
2080,216,682
6548,1004,1586
4352,721,514
4779,2162,717
3409,1443,496
4341,1045,588
4269,842,268
5791,901,591
5369,484,280
4211,671,391
,,
5712,723,434
2342,856,154
3979,780,250
4336,630,496
2242,296,373
5611,745,576
898,76,29
637,117,51
5523,805,264
1757,394,173
5318,1449,225
3575,361,83
1569,450,261
2427,578,160
387,71,222
4561,513,1025
4113,845,937
757,128,204
3188,588,686
4130,655,1426
4742,446,661
2969,435,585
3608,711,691
5577,525,1289
2609,386,690
3462,457,1626
6275,518,1244
3194,344,433
2302,397,891
2706,317,457
4471,269,935
3106,655,781
2668,598,575
1929,141,732
3182,899,441
6761,1011,1695
2128,416,972
2807,597,621
2240,701,932
2509,661,383
0,0,0
10503,1027,1054
1539,337,250
2500,244,238
3971,765,1068
4321,562,1388
3967,460,587
3539,582,920
4262,671,672
